text,created_at,retweet_count,favorite_count,is_retweet,id_str
Watch live: @POTUS hits the trail for Hillary in North Carolina with just 6 days to go → https://t.co/mIBRcUOR6X,11/2/2016 19:47,740,2466,FALSE,7.93902E+17
Lawrence Ramos is a first generation American a World War II and Korean War veteran and a proud Hillary supporter. https://t.co/AYBkJsTvo4,11/2/2016 19:20,3898,9036,FALSE,7.93896E+17
27 million strong all ready to vote for freedom equality and reason—traits that seem to have gone out of season. https://t.co/0Bq9ilscg1,11/2/2016 18:12,3756,9453,FALSE,7.93879E+17
Our choice is between the most qualified candidate in decades—and a man who once started a Twitter war with Cher.… https://t.co/tDCfb4FPTA,11/2/2016 17:43,4804,10921,FALSE,7.93871E+17
"Thanks Louis C.K.—but it's ""Madam"" Tough Mother. https://t.co/LlfFFJBedh",11/2/2016 17:19,5137,15730,FALSE,7.93865E+17
RT @TraceeEllisRoss: It was an honor introducing @HillaryClinton in Las Vegas. Election Day is Tuesday! Are you ready? https://t.co/5X8CdlQ…,11/2/2016 16:50,2582,0,TRUE,7.93858E+17
Heartbroken for the families of two brave officers who were killed in Iowa. There’s no justification for this kind of violence. -H,11/2/2016 16:12,5256,19113,FALSE,7.93848E+17
We are not going to let big business and big corporations call the shots anymore. That is not working for us.… https://t.co/bNb5nBOfQV,11/2/2016 15:18,1570,4470,FALSE,7.93835E+17
Our children are watching to see what kind of example we set for them. https://t.co/rAzUyjWsAq,11/2/2016 14:37,4144,10009,FALSE,7.93824E+17
When you're 27 million strong no one can tell you that you don't belong. https://t.co/3TKJ4H68Kz https://t.co/eRt172xZ5b,11/2/2016 12:50,3306,8379,FALSE,7.93797E+17
Fighting for kids in foster care has been one of the causes of Hillary's career all the way back to law school. https://t.co/PKCBkcEPSW,11/2/2016 2:11,3392,8719,FALSE,7.93637E+17
Election Day is in one week—and once it's over it can't be redone. Is everyone you know voting? RT this.… https://t.co/exWpMyjTIp,11/2/2016 1:29,5523,7902,FALSE,7.93626E+17
More people will early vote in 2016 than ever before. Join them: https://t.co/3TKJ4H68Kz https://t.co/ZeMmuKhqev,11/2/2016 1:06,1659,4289,FALSE,7.9362E+17
Be like @JoeBiden:Always make a plan. https://t.co/3TKJ4HnJC7 https://t.co/80ZfLWbu6g,11/2/2016 0:00,4673,9630,FALSE,7.93604E+17
RT @RobbyMook: Some stats from the field: door knocks last weekend in PA were up 261% from the same weekend in 2012; 108% in OH.,11/1/2016 23:10,1408,0,TRUE,7.93591E+17
On average Latinas make only $0.54 for each $1 white men earn. Time to close that gap. #LatinaEqualPay https://t.co/Qk77Lp3GPK,11/1/2016 22:06,4167,8881,FALSE,7.93575E+17
What’s on the ballot this year:Our future.Our security.Our values.Who we are as a country.https://t.co/3TKJ4H68Kz,11/1/2016 20:19,1423,3029,FALSE,7.93548E+17
Trump said pregnancy is an inconvenience for employers.He dismisses the pay gap.He said wages are too high.He wants to defund @PPact.,11/1/2016 20:14,1677,3638,FALSE,7.93547E+17
"He doesn't see us as full human beings with our own dreams our own capabilities.” —Hillary on what Trump thinks of women,11-01-2016 20:13:40,1143,2303,false,793546568834117632
Trump's also been accused of doing this at the Miss Teen USA pageant...some of them were just 15 years old.” —Hillary",11/1/2016 20:12,821,1463,FALSE,7.93546E+17
"Donald Trump is on tape bragging about barging in on undressed women backstage at beauty pageants to ""inspect"" them.",11/1/2016 20:11,928,1509,FALSE,7.93546E+17
Can we just stop and reflect on the absurdity of Donald Trump finding fault with Miss Universe? Who would act like this? A bully.,11/1/2016 20:08,902,2040,FALSE,7.93545E+17
Most of us learned by elementary school that it’s not OK to insult people’s looks.Donald calls women fat ugly and disgusting.,11/1/2016 20:07,1087,2141,FALSE,7.93545E+17
“Today I want to just spend a few minutes focusing on...what [Trump] has said—and what he has done—to women and girls.” —Hillary,11/1/2016 20:02,744,1632,FALSE,7.93544E+17
"I’m reaching out to Republicans and Independents as well as Democrats because I want to be president for all Americans.” —Hillary,11-01-2016 20:00:58,921,2119,false,793543373848244229
There are a lot of reasons to vote against Donald Trump. Maybe for you it’s his dangerous statements about using… https://t.co/mRYl11dLQX,11-01-2016 19:56:18,6907,15062,false,793542198755151873
Let’s work our hearts out so we can finally say 'Madam President.’” —@MachadoOficial https://t.co/3TKJ4H68Kz https://t.co/3lehgELwQ4",11/1/2016 19:51,1385,2731,FALSE,7.93541E+17
"It’s really clear that he does not respect women. He just judges us on our looks.” —@MachadoOficial on Trump,11-01-2016 19:47:06,833,1891,false,793539886993272833
One week to go.Watch Hillary talk about what's at stake for women in this election on the trail in Florida → https://t.co/IbH5hqobxD,11-01-2016 19:42:40,1593,4768,false,793538768250793984
RT @TUSK81: Campaigning in Florida today with @HillaryClinton: Alicia Machado. https://t.co/TBOrdoowwz,11-01-2016 18:38:32,2053,0,true,793522628791271424
RT @mikereedschmidt: Clinton is eminently qualified to serve as President and Trump is unfit for this office."" ~2/3rds of living American…",11/1/2016 18:02,2553,0,TRUE,7.93514E+17
"“[Trump] deducted somebody else’s losses."" https://t.co/j6GmJWqqrC",11/1/2016 17:28,2104,3405,FALSE,7.93505E+17
RT @TheBriefing2016: Comey didn't want to blame Russia for DNC hacks for fear of seeming political. For fear. Of seeming.Political. h…,11/1/2016 17:16,3585,0,TRUE,7.93502E+17
One week to Election Day. RT this if it describes you. https://t.co/3TKJ4H68Kz https://t.co/xrdugzH7cG,11/1/2016 16:14,5779,9246,FALSE,7.93486E+17
"After his lawyers advised against it Trump used a ""legally dubious"" strategy to avoid paying taxes for years. https://t.co/j6GmJWqqrC",11/1/2016 15:06,3450,5415,FALSE,7.93469E+17
Anyone who sees and treats women this way is unfit to be president. https://t.co/aRXRfItr0r,11/1/2016 14:14,24290,38086,FALSE,7.93456E+17
"Donald Trump's equal pay plan for women: ""You're gonna make the same if you do as good a job."" https://t.co/0qxb8r0OyV",11/1/2016 13:00,1936,4283,FALSE,7.93437E+17
Share this if you're voting today for National Early Vote Day! https://t.co/3TKJ4H68Kz https://t.co/XlwDmdGzKZ,11/1/2016 12:20,1834,3649,FALSE,7.93428E+17
The thought of Donald Trump with nuclear weapons scares me to death. It should scare everyone. https://t.co/E77BgjQGj7,11/1/2016 2:42,9377,18327,FALSE,7.93282E+17
With just 8 days left this can’t wait. RT if you agree Trump should immediately disclose all of his ties and conne… https://t.co/NkrtXsKjjK,11/1/2016 0:55,21088,21883,FALSE,7.93255E+17
Computer scientists have apparently uncovered a covert server linking the Trump Organization to a Russian-based ban… https://t.co/zJJqqr6Chk,11/1/2016 0:36,12640,16142,FALSE,7.9325E+17
It's time for Trump to answer serious questions about his ties to Russia. https://t.co/D8oSmyVAR4 https://t.co/07dRyEmPjX,10/31/2016 23:32,13516,15976,FALSE,7.93234E+17
"Think about what it takes to lead in a very complicated world and in whose hands you want to put the safety of our children.” —Hillary,10-31-2016 22:48:21,1661,4256,false,793223111214850052
When it comes to handling a crisis we’ve seen in this campaign Donald Trump loses his cool at the slightest provocation.” —Hillary",10/31/2016 22:45,1792,4702,FALSE,7.93222E+17
Dozens of former nuclear launch officers agree: Donald Trump should never be in charge of America's nuclear weapons.,10/31/2016 22:42,1321,2547,FALSE,7.93222E+17
RT @FranklinFoer: I just reported: Donald Trump has a secret server...it connects to Moscow. https://t.co/lVgvKdYpbx,10/31/2016 22:34,14534,0,TRUE,7.9322E+17
Hillary’s in Ohio with just 8 days left in the campaign. Watch live: https://t.co/oa4NZ1hEHU,10/31/2016 22:28,944,3687,FALSE,7.93218E+17
RT @Slate: Was a Trump server communicating with a Russian bank? These cyber experts believe so. https://t.co/qwSapCsZqn https://t.co/VksTn…,10/31/2016 22:07,3399,0,TRUE,7.93213E+17
A guide to help you make your choice for president. https://t.co/QzK7XZYmJW,10/31/2016 20:33,4411,6789,FALSE,7.93189E+17
"RT @TheBriefing2016: ""Government insiders are perplexed."" We would go farther.https://t.co/14uJQv6V6B",10/31/2016 20:19,1117,0,TRUE,7.93186E+17
Incredible. https://t.co/zBqO2HTiP4 https://t.co/w7pkIVqd1p,10/31/2016 20:02,6340,9281,FALSE,7.93181E+17
RT @CNBC: FBI's Comey opposed naming Russians citing election timing: Source https://t.co/DELFvrfspj (via @EamonJavers),10/31/2016 19:39,2759,0,TRUE,7.93176E+17
Sometimes the fate of the greatest nations comes down to single moments in time. This is one of those moments. https://t.co/tTgeqxNqYm,10/31/2016 19:08,1328,2950,FALSE,7.93168E+17
That’s what’s on the ballot this year. It’s not just my name and Donald Trump’s name. It’s our future. Our security. Our values. —Hillary,10/31/2016 19:04,1550,3780,FALSE,7.93167E+17
With the election just 8 days away...Trump should immediately disclose all of his ties and connections to the Kremlin and its associates.,10/31/2016 19:00,1605,2877,FALSE,7.93166E+17
Why would Putin want Trump to win?The nice things he’s said about him?His promise to adopt pro-Kremlin policies?Or his business dealings?,10/31/2016 18:58,1496,2579,FALSE,7.93165E+17
U.S. intelligence has confirmed the Russian government is directing cyberattacks against the U.S. to influence the outcome of our election.,10/31/2016 18:51,2489,3219,FALSE,7.93164E+17
"Ask yourself: In a crisis who would you trust? Who would listen to good advice keep a level head and make the right call?” —Hillary,10-31-2016 18:48:09,1019,2238,false,793162660456099844
What kind of a person brags on 9/11 that now that the Twin Towers had fallen a building he owned was the tallest in Lower Manhattan?,10-31-2016 18:43:45,1346,2492,false,793161553143103488
A man you can bait with a tweet is not a man we can trust with nuclear weapons.,10-31-2016 18:42:45,1280,2525,false,793161304802463745
“[Launching a nuclear weapon] can take as little as 4 minutes. 4 minutes. That’s why...Trump should never be put in charge.” —Hillary,10-31-2016 18:42:05,809,1425,false,793161133721026561
Donald Trump has repeatedly suggested that more countries should have nuclear weapons. Japan South Korea even Saudi Arabia.,10-31-2016 18:41:17,627,1162,false,793160935120789504
Instead of dark and divisive our vision for America is hopeful and inclusive. Big-hearted not small-minded. It’s about lifting people up.,10-31-2016 18:40:51,856,1639,false,793160824642830340
With just 8 days until Election Day Hillary is speaking in Ohio. Join her live: https://t.co/oa4NZ1hEHU,10-31-2016 18:37:11,1130,4310,false,793159901954576384
Trump's already threatened our national security. That'll be the tip of the iceberg if he becomes president. https://t.co/8waULARFD6,10-31-2016 18:28:10,2535,5174,false,793157634765520896
RT @TheRoot: Exclusive: @HillaryClinton writes about plans for a $25 billion HBCU investment &amp; tuition free public universities https://t.c…,10-31-2016 17:00:57,1820,0,true,793135682764111873
Here's what foreign policy experts diplomats and world leaders think about Hillary's four years as America's secr… https://t.co/FeGMBgd2FH,10-31-2016 16:20:16,6371,12608,false,793125445952692225
As secretary of state Hillary restored our reputation around the world and made us safer. https://t.co/K5xvmKOAm7,10-31-2016 15:11:49,1995,5573,false,793108219765854208
In 1964 Monique was three years old and appeared in “Daisy” a political ad about avoiding nuclear war. Here’s wha… https://t.co/0bPW7R3ziV,10-31-2016 14:04:32,2849,5340,false,793091287293407233
RT @PostOpinions: Eric Holder: James Comey is a good man but he made a serious mistake https://t.co/fcZwWUFG2G,10-31-2016 13:44:32,958,0,true,793086253948428288
The fear of nuclear war that we had as children I never thought our children would ever have to deal with that ag… https://t.co/FhjYNfmxds",10/31/2016 12:49,8650,15542,FALSE,7.93072E+17
We've made extraordinary progress under @POTUS. On November 8 that progress is on the ballot. https://t.co/OaH52l1Nyn,10/31/2016 1:56,2701,7912,FALSE,7.92908E+17
We don't miss voting in my family. A story from the 1992 presidential campaign that President @BillClinton will n… https://t.co/ahS6KYdxTT,10/31/2016 1:04,3932,9775,FALSE,7.92895E+17
RT @timkaine: Checked attending a World Series game off my bucket list.Electing the first woman president is next. https://t.co/B21QKpeiS…,10/31/2016 0:17,3240,0,TRUE,7.92883E+17
Most of them deserved it. —Donald Trumphttps://t.co/tTgeqxNqYm https://t.co/UjX7FYiLQo,10/31/2016 0:01,5845,9523,FALSE,7.92879E+17
If you're voting for Hillary don't stop there. We need to support Democrats down the ticket. Here's why: https://t.co/fKZnOYlbrJ,10/30/2016 22:56,3969,8547,FALSE,7.92863E+17
In 9 days we'll choose who succeeds @POTUS in the Oval Office. Make sure we make the right choice:… https://t.co/3P5SZFuQ1U,10/30/2016 22:01,2679,7803,FALSE,7.92849E+17
"A young girl asked: ""What are you going to do about all this bullying?"" https://t.co/ItziFrwa9b https://t.co/zw1UwMOPNg",10/30/2016 21:38,4247,10279,FALSE,7.92843E+17
RT @HillaryforOH: Not even a rainy day can take away the excitement of voting for @HillaryClinton as the first female president! #OHVotesEa…,10/30/2016 21:12,5241,0,TRUE,7.92837E+17
Who are you fighting for? Donate in their honor to help Hillary win: https://t.co/ax9b67Skrr,10/30/2016 19:25,943,3069,FALSE,7.9281E+17
On November 9 if you want to say you voted for a better future make a plan to vote now: https://t.co/3TKJ4H68Kz,10/30/2016 18:30,1086,2999,FALSE,7.92796E+17
"LGBT kids don’t need to be cured of anything. They just need to be accepted and loved and embraced.” —Hillary,10-30-2016 18:19:25,16810,33563,false,792793044525481989
With Donald it’s always Donald Trump first and everyone else last.” —Hillary",10/30/2016 18:18,2112,4951,FALSE,7.92793E+17
"Who pretends to help kids with HIV/AIDS in order to make themselves look good?” —Hillary on Trump https://t.co/p3EUMewYTw,10-30-2016 18:15:26,1133,2040,false,792792040992022528
Let’s break every single record. Let’s make that the story of this election.” —Hillary https://t.co/tTgeqxNqYm",10/30/2016 18:13,1068,2259,FALSE,7.92792E+17
"When you’re knocked down what matters is whether you get up again...I’m not stopping now.” —Hillary,10-30-2016 18:11:00,1838,3913,false,792790924615151621
With just 9 days until Election Day Hillary is campaigning in Florida. Tune in to watch her live: https://t.co/dkg7pwiNMt,10-30-2016 18:02:08,1406,5366,false,792788692876296192
“To those of you celebrating this joyous occasion I wish you and your loved ones a Happy Diwali and Saal Mubarak.”… https://t.co/lM4YgJL5HX,10-30-2016 17:29:01,2978,9290,false,792780359624720385
FBI Director Comey owes the American people an explanation. Five things you need to know: https://t.co/PrStSB1207,10-30-2016 17:03:58,3558,6812,false,792774053551607808
Yesterday FBI Director Comey bowed to partisan pressure and released a vague and inappropriate letter to Congress.… https://t.co/BNDgVzlTyi,10-30-2016 16:32:06,16850,27808,false,792766036772872192
Education is at stake.  The environment is at stake.  LGBT equality are at stake.  Equal pay is at stake.… https://t.co/CFLT94MHUp,10-30-2016 14:43:18,6479,15600,false,792738655857053697
Trump has a history of boasting about his donations to charity—and little history of seriously donating to charity. https://t.co/p3EUMewYTw,10-30-2016 13:47:10,3663,7627,false,792724527860051968
With just 10 days to go Republicans are pulling out all the stops to try to bring Hillary down. RT this to help ge… https://t.co/o7q41liYSs,10-30-2016 01:05:20,41760,41788,false,792532805691604992
RT @johnpodesta: You've probably heard about a bewildering letter sent to Congressional leaders by the FBI Director. Get the facts. https:/…,10-29-2016 23:51:16,4327,0,true,792514169513926656
I want you hustling all the way until the polls close on November 8."" —@POTUS https://t.co/HmTeeo6bye https://t.co/70NjaDrt7D",10/29/2016 22:20,3957,9777,FALSE,7.92491E+17
Justice Dept. strongly discouraged Comey on move in Clinton email case —@NYTimes https://t.co/W5u8MUak9f,10/29/2016 21:16,2976,5924,FALSE,7.92475E+17
"RT @TheBriefing2016: James Comey said it himself -- ""we don't know the significance"" of these emails. But he sent the letter anyway. http…",10/29/2016 21:02,2200,0,TRUE,7.92472E+17
On January 20 we’re going to have a new president. I will be proud to build on the progress we’ve made under @POTUS and go even further.,10/29/2016 20:42,1477,4858,FALSE,7.92467E+17
The future of our economy is at stake.LGBT equality is at stake.Equal pay for women is at stake.Go vote: https://t.co/tTgeqxNqYm,10/29/2016 20:39,1700,4459,FALSE,7.92466E+17
Americans are coming together to reject hate and division. Americans are rejecting Donald Trump’s demeaning treatment of women.,10/29/2016 20:37,1329,3130,FALSE,7.92465E+17
"Let’s break every record that we’ve ever had for voting. Let’s make that the story of this election.” —Hillary https://t.co/tTgeqxNqYm,10-29-2016 20:35:08,1056,2230,false,792464807819632640
No matter what they throw at us in these last days we won’t back down. We won’t be distracted.” —Hillary: https://t.co/2ib8g1gWVm",10/29/2016 20:31,1577,3390,FALSE,7.92464E+17
With just 10 days until Election Day Hillary’s on the trail in Florida.Watch live: https://t.co/Hc1AV275a6,10/29/2016 20:24,1322,4707,FALSE,7.92462E+17
“The Director owes it to the American people to immediately provide the full details of what he is now examining.” https://t.co/WTjQMwALV9,10/29/2016 19:29,6877,15033,FALSE,7.92448E+17
RT @HFA: Yes she can. https://t.co/SvSvlg48vI https://t.co/cuSUeBOO5R,10/29/2016 15:08,2031,0,TRUE,7.92383E+17
Equality is on the ballot.Justice is on the ballot.Our progress is on the ballot. https://t.co/tTgeqy51PU https://t.co/uVEjpCzVCq,10/29/2016 14:31,4435,11010,FALSE,7.92373E+17
"If you want hope instead of fear then you will elect Hillary Clinton as president of the United States.” —@POTUS https://t.co/tTgeqxNqYm,10-28-2016 22:42:08,1801,4737,false,792134381347430400
You have a chance to elect a woman our first female president who has spent her entire life moving this country forward.” —@POTUS",10/28/2016 22:41,2130,6090,FALSE,7.92134E+17
We shouldn’t let our kids think that politics is about pitching a new hotel or a new golf course or a TV contract. —@POTUS,10/28/2016 22:34,1388,3598,FALSE,7.92133E+17
Fired up. Ready to go. Join @POTUS live in Florida with just 11 days left: https://t.co/103zgd8Xg7,10/28/2016 22:29,1492,5715,FALSE,7.92131E+17
Trump has contributed $0 for our military $0 for Pell Grants to help people afford college $0 for our highways. https://t.co/dRqI1W6IXI,10/28/2016 22:24,2642,4571,FALSE,7.9213E+17
We’re going to make public colleges tuition-free for families making less than $125000 a year and debt-free for everyone else.,10/28/2016 22:20,4613,7860,FALSE,7.92129E+17
Too many families have been ripped apart by gun violence. We need to bring people together to reform our laws. https://t.co/h2bXJntzJi,10/28/2016 22:18,1049,2345,FALSE,7.92128E+17
I want to be a president for everyone in this country—Democrats Republicans Independents…I’m going to work just as hard for everybody.,10/28/2016 22:12,1250,3189,FALSE,7.92127E+17
While Trump is making an unprecedented attack on democracy millions of Americans are voting.Join them: https://t.co/tTgeqxNqYm,10/28/2016 22:10,813,1944,FALSE,7.92126E+17
Watch live: Hillary campaigns in Des Moines IA with 11 days to go → https://t.co/jJKydSK4DRMake a plan to vote: https://t.co/zbTH7fLWJm,10/28/2016 22:00,934,3454,FALSE,7.92124E+17
"“Just kiss. I don’t even wait. I sort of get away with things like that."" —Donald Trump https://t.co/eYo0D4tPOG",10/28/2016 20:06,5270,8764,FALSE,7.92095E+17
RT @brianefallon: Statement from @johnpodesta in response to Comey letter to GOP chairmen https://t.co/egyUMl68ZC,10/28/2016 19:45,3756,0,TRUE,7.9209E+17
“Join me in voting for a better America.” —HillaryRT so your friends can make a plan to vote today: https://t.co/58n4AxM4BK,10/28/2016 19:19,959,2125,FALSE,7.92083E+17
Trump wants to give trillions in tax cuts to millionaires and corporations. It’s trickle-down economics on steroids. https://t.co/qqEnK144FO,10/28/2016 19:17,1040,2098,FALSE,7.92083E+17
Our kids deserve good schools with good teachers no matter what ZIP code they live in. https://t.co/DSYABCknlj,10/28/2016 19:15,770,1636,FALSE,7.92082E+17
Trump’s campaign strategy:Get women to stay home.Get young people to stay home.Get people of color to stay home.https://t.co/tTgeqxNqYm,10/28/2016 19:12,1150,2204,FALSE,7.92082E+17
"Make no mistake: Women’s health and rights—our futures the futures of our daughters and granddaughters—are on the ballot.” —Hillary,10-28-2016 19:10:25,929,2023,false,792081100617183232
This is a man who relishes making women feel terrible about themselves in every possible way.” —Hillary on TrumpWe're better than that.",10/28/2016 19:07,970,2115,FALSE,7.9208E+17
Don’t let anyone tell you they’re too busy to vote. If Ruline can do it so can they. https://t.co/tTgeqxNqYm https://t.co/QSCZI7JbrV,10/28/2016 19:05,668,1421,FALSE,7.9208E+17
“More than 16.5 million people have already voted in this election.” —HillaryJoin them: https://t.co/tTgeqxNqYm,10/28/2016 19:04,502,1185,FALSE,7.9208E+17
11 days to go and Hillary’s on the trail in Iowa. Tune in now: https://t.co/mTVrSXP9U9And make a plan to vote: https://t.co/58n4AxM4BK,10/28/2016 18:46,978,3573,FALSE,7.92075E+17
Newspapers and magazines across the country are breaking with tradition to endorse Hillary. https://t.co/iQicjDZaWk,10/28/2016 17:49,1788,4663,FALSE,7.92061E+17
.@ElizabethforMA is making calls for Hillary. Join her: https://t.co/Iyboc4TNeA https://t.co/sf5cJKPVq0,10/28/2016 17:03,1020,3520,FALSE,7.92049E+17
RT @HillaryforAZ: BREAKING: @HillaryClinton will return to Arizona on Wednesday! RSVP here: https://t.co/G4fr9DXFUK https://t.co/OvRtEP7fPS,10/28/2016 16:50,1170,0,TRUE,7.92046E+17
“I need you to knock on doors.I need you to make phone calls.You gotta talk to your friends including your Repub… https://t.co/he3TvFW0p4,10/28/2016 14:53,6318,15035,FALSE,7.92016E+17
RT @MoveOn: MUST WATCH: @AliciaKeys passionately makes the case for @HillaryClinton &amp; explains why she's chosen to #VoteLove in this new #M…,10/28/2016 14:31,3622,0,TRUE,7.92011E+17
Thankful for @TammyforIL's—and her family's—service to this country. It's really not that hard to grasp @MarkKirk. https://t.co/rKY0rberiB,10/28/2016 13:10,4180,10851,FALSE,7.91991E+17
Kids and families have been the passion of my life—and they'll be the heart of my presidency. https://t.co/xpfJ2ZAjJv,10/28/2016 13:03,2774,8490,FALSE,7.91989E+17
First ladies we rock. —@FLOTUSGet all the highlights from Michelle and Hillary's first-ever joint rally: https://t.co/k7M8R4cEQa,10/28/2016 12:15,2070,7239,FALSE,7.91977E+17
🙌 https://t.co/pWF9Evqr4j,10/28/2016 2:57,4712,19777,FALSE,7.91836E+17
We can fight for the country we want and make history at the same time. Are you ready to vote?… https://t.co/vvYp0DU6Ev,10/28/2016 2:03,2989,8706,FALSE,7.91823E+17
Glad to hear @mike_pence his staff Secret Service and the crew are all safe. -H,10/28/2016 1:26,4162,22315,FALSE,7.91813E+17
I don't want bullies in my life and I especially don't want one in the White House. —Bryce a student living wit… https://t.co/HS8d7jTc1a,10/28/2016 0:19,6354,17643,FALSE,7.91796E+17
In which @realDonaldTrump basically proves our point. https://t.co/BCfxhPEmk8,10/27/2016 22:49,2607,5703,FALSE,7.91774E+17
“We have never had a more qualified and prepared candidate for president than our friend Hillary.” —@FLOTUS… https://t.co/RnZ0yxUTCX,10/27/2016 21:11,5843,15240,FALSE,7.91749E+17
“If Hillary doesn’t win this election that will be on us.” —@FLOTUSDon't let that happen: https://t.co/tTgeqxNqYm https://t.co/DTY3Wa060M,10/27/2016 19:29,3625,8540,FALSE,7.91724E+17
“Folks marched &amp; protested for our right to vote. They endured beatings and jail time. They sacrificed their lives for this right.” —@FLOTUS,10/27/2016 19:18,1283,3327,FALSE,7.91721E+17
"Casting our vote is the ultimate way we go high when they go low.” —@FLOTUS https://t.co/tTgeqxNqYm,10-27-2016 19:14:40,886,2446,false,791719782068416512
“Get out and vote. Get out and vote for Hillary. Vote early. Vote right now!” —@FLOTUShttps://t.co/tTgeqxNqYm,10-27-2016 19:13:49,583,1231,false,791719570499330050
“Hillary has done her job. Now we need to do our job and get her elected president of the United States.” —@FLOTUS https://t.co/tTgeqxNqYm,10-27-2016 19:11:18,610,1267,false,791718934793883648
Thankfully Hillary is a policy wonk. And let me tell you when you are president that is a good thing.” —@FLOTUS https://t.co/GPdwi7JtwP",10/27/2016 19:09,708,1465,FALSE,7.91719E+17
"Hillary ""is absolutely ready to be Commander-in-Chief…and yes she happens to be a woman."" —@FLOTUS https://t.co/A0WhIzFP8Q",10/27/2016 19:07,2561,6987,FALSE,7.91718E+17
We want a president who takes this job seriously and has the temperament and maturity to do it well. —@FLOTUS,10/27/2016 19:05,654,1526,FALSE,7.91718E+17
We want a president who understands that this nation was built by people who came here from all corners of the world. —@FLOTUS,10/27/2016 19:05,657,1465,FALSE,7.91717E+17
We want someone who is a unifying force in this country who sees our differences not as a threat but as as blessing. —@FLOTUS,10/27/2016 19:04,617,1363,FALSE,7.91717E+17
“As we look into the eyes of our children...the stakes in this election could not be more clear.” —@FLOTUS,10/27/2016 19:01,528,1250,FALSE,7.91717E+17
"We have never before had a more qualified or prepared candidate for president than Hillary Clinton.” —@FLOTUS,10-27-2016 18:58:21,552,1373,false,791715677673512965
RT @asmamk: I've covered a lot of political rallies - I haven seen many where the crowd was THIS excited. https://t.co/lnyYwozYlt,10-27-2016 18:56:21,3414,0,true,791715174222798849
I’ve been fighting for kids at every step of my career and I will fight for them every single day of my presidency."" —Hillary",10/27/2016 18:53,572,1549,FALSE,7.91714E+17
We’ve got to make sure all our kids know that America has a place for you.,10/27/2016 18:51,474,1321,FALSE,7.91714E+17
We can never forget how Trump disrespects our military families like the Khans. https://t.co/cWxnRsqU6r,10/27/2016 18:50,1739,4774,FALSE,7.91714E+17
“Seriously is there anyone more inspiring than Michelle Obama?” —Hillary,10/27/2016 18:44,1365,3863,FALSE,7.91712E+17
".@FLOTUS is “someone who reminds us to work hard stay true to our values and never stop fighting for what we believe in."" —Hillary",10/27/2016 18:41,586,1563,FALSE,7.91711E+17
"Dignity and respect for women and girls is also on the ballot this election.” —Hillary https://t.co/tTgeqxNqYm,10-27-2016 18:39:53,617,1306,false,791711031139729408
If you believe everyone deserves to be treated equally no matter who they are or who they love—you’ve got to vote. https://t.co/tTgeqxNqYm,10-27-2016 18:38:38,527,1131,false,791710716898181120
If you believe that America should stand with those who serve because they’ve served us you’ve got to vote. https://t.co/VV1vwoEiNZ,10-27-2016 18:37:07,527,1180,false,791710334616735744
If you care about the right to vote and want to make sure it’s protected and strengthened you’ve got to vote. https://t.co/Y4W97Qu1Pr,10-27-2016 18:34:50,1091,2163,false,791709759812595712
You don't want to miss this. Join Hillary and @FLOTUS on the trail together for the first time in NC → https://t.co/hj6ff24fiW,10-27-2016 18:30:44,1147,4567,false,791708728378753024
Would my son have a place in your America?"" —Khizr Khan father of a fallen American hero to Donald Trump https://t.co/TRmSe4qfRr",10/27/2016 17:29,4167,10073,FALSE,7.91693E+17
RT @McFaul: Trump insults every single person working in the intelligence community by claiming that they are in the PR business.  Incredib…,10/27/2016 17:19,2279,0,TRUE,7.91691E+17
Don't boo vote early! Find out when you can vote in your state at https://t.co/tTgeqxNqYm. https://t.co/chXIWlE3L2,10/27/2016 15:28,1752,4211,FALSE,7.91663E+17
Glad Secretary Carter did the right thing. Our men and women in uniform deserve our support and deepest gratitude… https://t.co/59JRWpNFhi,10/27/2016 14:56,2636,8693,FALSE,7.91655E+17
Hillary Clinton is a distinctly capable candidate: experienced serious schooled resilient. —The @NewYorker… https://t.co/QSFiCVsefo,10/27/2016 14:29,2173,5747,FALSE,7.91648E+17
RT @just_jenna: 1881 ppl pledged an av. of 23¢ to @HFA for every @realDonaldTrump tweet. 191 tweets last week = $83744.08.Join: https:…,10/27/2016 13:46,580,0,TRUE,7.91637E+17
"Trump said he’s ""very proud” to lead the birther movement to discredit @POTUS. Here’s how he spread the racist lie: https://t.co/fBZavGASai",10/27/2016 12:58,1776,3299,FALSE,7.91625E+17
We're almost to the finish line and you can help Hillary get there. Early vote today: https://t.co/tTgeqxNqYm https://t.co/blFBq5GjDT,10/27/2016 12:21,1500,4934,FALSE,7.91616E+17
RT @RobbyMook: It's going to be close. No complacency. Nose to the grindstone. Let's get to work! https://t.co/2Eh8f9IhHr,10/27/2016 3:28,4596,0,TRUE,7.91482E+17
This is heartbreaking. No child in America should feel afraid to practice their religion or embrace their heritage. https://t.co/QAfnEXH6ls,10/27/2016 2:55,3110,7468,FALSE,7.91473E+17
Sign Hillary's birthday card to wish her a great (and historic) year to come: https://t.co/aNxs2yddoG,10/27/2016 2:25,637,3480,FALSE,7.91466E+17
Hillary Clinton is a fighter for all of us. She's the fighter we need. https://t.co/RTNgVppbwU,10/27/2016 1:43,3336,8959,FALSE,7.91455E+17
